anio,mes,hoja,modelo,anio_auto,color,tipo,costo,rep,venta,comision,gastos,util_bruta_hoja,util_neta_calc,mes_compra,anio_compra,marcado_verde
2024,1,ENE24,COROLLA,2023,GUINDA,,381000,0,515000,0,0,64000,64000,,2024,1
2024,2,FEB24,FRONTIER,2020,NARANJA,,425000,0,568400,0,0,143400,143400,,2024,1
2024,2,FEB24,GROVE,2024,AZUL,,280000,10000,400000,0,0,110000,110000,,2024,1
2024,2,FEB24,HIG COUNTRY,2021,BLANCA,,930000,0,1050000,0,0,70000,70000,,2024,1
2024,3,MAR24,CHEYENE,2015,BLANCA,,450000,0,480000,0,0,0,0,,2024,1
2024,3,MAR24,KIA K 3,2024,ROJO,,230000,0,300000,0,0,70000,70000,,2024,1
2024,3,MAR24,SPORTAGE,2019,BLANCA,,390000,0,350000,0,0,10000,10000,,2024,1
2024,4,ABIL24,CITY,2023,BLANCO,,320000,0,370000,0,0,80000,80000,,2024,1
2024,4,ABIL24,JETTA,2011,BLANCO,,80000,3300,119000,0,0,28000,28000,,2024,1
2024,4,ABIL24,JOURNEY,2023,GRIS,,350000,300000,635000,0,0,300000,300000,,2024,1
2024,4,ABIL24,NP 300,2019,BLANCIO,,235000,0,295000,0,0,35000,35000,,2024,1
2024,4,ABIL24,SANTA FE,2018,BLANCA,,350000,0,400000,0,0,0,0,,2024,1
2024,5,MAYO24,FOCUS,2010,PLATA,,45000,0,55000,0,0,7000,7000,,2024,1
2024,5,MAYO24,MAVERICK,2023,BLANCO,,415275,10000,715000,100000,0,150000,50000,,2024,1
2024,5,MAYO24,PROMASTER,2019,BLANCO,,155000,0,220000,0,0,65000,65000,,2024,1
2024,5,MAYO24,SILVERADO,2020,BLANCO,,700000,0,780000,0,0,80000,80000,,2024,1
2024,5,MAYO24,VERSA,2021,BLANCO,,126000,0,250000,0,0,120000,120000,,2024,1
2024,6,JUNIO24,AVEO,2018,VERDE,,70000,3500,160000,0,0,70000,70000,,2024,1
2024,6,JUNIO24,CAPTIVA,2022,ROJA,,440000,0,400000,0,0,-25000,-25000,,2024,0
2024,6,JUNIO24,POLARIS,2011,ROJO,,150000,0,180000,0,0,-5000,-5000,,2024,0
2024,6,JUNIO24,RAM,2016,NEGRO,,240000,0,274000,0,0,15000,15000,,2024,1
2024,6,JUNIO24,RAM,2016,VERDE,,270000,0,304000,0,0,32750,32750,,2024,1
2024,6,JUNIO24,RANGER,2019,BLANCO,,330000,0,485000,0,0,155000,155000,,2024,1
2024,6,JUNIO24,RAZER,2023,BLANCO,,420200,29500,530000,0,0,50500,50500,,2024,1
2024,6,JUNIO24,SENTRA,2019,PLATA,,180000,0,205000,0,0,12500,12500,,2024,1
2024,7,JULIO24,LOBO,2012,GRIS,,220000,0,22000,0,0,7500,7500,,2024,1
2024,7,JULIO24,SENTRA,2022,GRIS,,270000,0,285000,0,0,15000,15000,,2024,1
2024,7,JULIO24,TRAX,2015,DORADA,,160000,0,180000,0,0,15000,15000,,2024,1
2024,8,AGOS24,ELANTRA,2018,GRIS,,170000,0,200000,15000,0,15000,0,,2024,1
2024,8,AGOS24,ELANTRA,2017,PLATA,,0,0,200000,0,0,15000,15000,,2024,1
2024,8,AGOS24,LOBO LARIAT,2015,BLANCO,,320000,0,385000,0,0,15000,15000,,2024,1
2024,8,AGOS24,LOBO LIMITED,2023,AZUL,,1285000,0,1550000,0,0,265000,265000,,2024,1
2024,8,AGOS24,MAVERICK,2023,BLANCO,,415275,10000,669000,100000,0,75000,-25000,,2024,1
2024,8,AGOS24,RAM LIMITED,2024,BLANCA,,1080000,10000,1350000,0,0,270000,270000,,2024,1
2024,8,AGOS24,YARIS,2024,BLANCO,,265000,0,375000,0,0,70000,70000,,2024,1
2024,9,SEP24,BRONCO,2023,NEGRA,,450000,0,715000,0,0,150000,150000,,2024,1
2024,9,SEP24,HIGLANDER,2016,PLATA,,360000,0,365000,0,0,50000,50000,,2024,1
2024,9,SEP24,LOBO PLATUNUM,2021,BLANCA,,950000,0,1050000,0,0,100000,100000,,2024,1
2024,9,SEP24,RAM 700,2016,BLANCO,,120000,0,169000,0,0,40000,40000,,2024,1
2024,9,SEP24,RANGER,2019,BLANCO,,330000,0,449000,0,0,155000,155000,,2024,1
2024,9,SEP24,VERSA,2020,AZUL,,200000,0,230000,0,0,10000,10000,,2024,1
2024,10,OCT24,CHEROKEE,2014,PLATA,,225000,0,265000,0,0,0,0,,2024,1
2024,10,OCT24,CX-30,2023,DORADA,,340000,0,380000,0,0,0,0,,2024,1
2024,10,OCT24,F 150,2019,BLANCO,,400000,0,470000,0,0,0,0,,2024,1
2024,10,OCT24,SENTRA,2019,BLANCO,,160000,0,215000,0,0,20000,20000,,2024,1
2024,11,NOV24,ROBUST,2020,BLANCO,,140000,0,219000,0,0,60000,60000,,2024,1
2024,11,NOV24,SANTA FE,2018,BLANCA,,250000,0,299000,0,0,50000,50000,,2024,1
2024,11,NOV24,SIERRA ALL TERRAIN,2016,GRIS PLATA,,470000,0,500000,0,0,30000,30000,,2024,1
2024,12,DIC24,EQUINOX,2014,GRIS OBSCURO,,77000,0,100000,0,0,23000,23000,,2024,1
2024,12,DIC24,FORTE,2020,BLANCO,,160000,0,220000,5000,0,55000,50000,,2024,1
2024,12,DIC24,JOURNEY,2023,GRIS,,500000,0,509000,0,0,25000,25000,,2024,1
2024,12,DIC24,LOBO PLATUNUM,2016,GRIS PLATA,,420000,0,470000,10000,0,35000,25000,,2024,1
2024,12,DIC24,TAIL BOSS,2019,NEGRA,,660000,0,720000,0,0,0,0,,2024,1
2024,12,DIC24,YARIS,2018,ROJO,,150000,0,190000,0,0,40000,40000,,2024,1
2025,1,ENE25,CITY,2023,BLANCO,,250000,0,329000,0,0,80000,80000,,2025,1
2025,1,ENE25,SENTRA,2021,GRIS,,215000,0,290000,0,0,15000,15000,,2025,1
2025,1,ENE25,T CROS,2022,PLATA,,380000,0,349000,0,0,-30000,-30000,,2025,1
2025,1,ENE25,TSURU,2012,GRIS,,50000,0,70000,0,0,20000,20000,,2025,1
2025,2,FEB25,GROVE,2024,AZUL,,322000,0,369000,0,0,43000,43000,,2025,1
2025,2,FEB25,PRIUX,2018,BLANCO,,225000,0,289000,0,0,40000,40000,,2025,1
2025,2,FEB25,TRANSIT,2024,BLANCA,,696600,0,980000,0,0,198000,198000,,2025,1
2025,4,abril25,CAN AM,2020,AZUL,,450000,0,430000,0,0,-20000,-20000,,2025,0
2025,4,abril25,SAVEIRO,2017,BLANCO,,80000,20000,130000,0,0,30000,30000,,2025,1
2025,4,abril25,SENTRA,2019,BLANCO,,186000,0,239000,0,0,25000,25000,,2025,1
2025,4,abril25,SIENNA,2015,BLANCA,,300000,0,330000,0,0,25000,25000,,2025,1
2025,4,abril25,TIGGO 7,2024,BALNCA,,495000,0,625000,0,0,0,0,,2025,1
2025,4,abril25,TIGGO 8,2024,PLATA,,610000,0,750000,0,0,0,0,,2025,1
2025,4,abril25,TRAX,2015,BLANCA,,150000,0,165000,0,0,5000,5000,,2025,1
2025,5,MAYO25,TIGGO 7,2024,BLANCA,,480000,0,650000,0,0,170000,170000,,2025,1
2025,6,junio25,CHEYENE,2025,BLANCO,,750000,0,160000,90000,0,220000,130000,,2025,1
2025,6,junio25,JETTA,2025,BALNCO,,310000,0,480000,0,0,100000,100000,,2025,1
2025,6,junio25,RANGER,2019,BLNACO,,370000,0,370000,0,0,0,0,,2025,1
2025,6,junio25,XTTRAIL,2019,GRIS,,200000,0,250000,0,0,50000,50000,,2025,1
2025,7,julio25,FRONTIER,2018,BLANCO,,200000,20000,299000,0,0,40000,40000,,2025,1
2025,7,julio25,MAZDA CX 5,2020,AZUL,,320000,0,365000,0,0,45000,45000,,2025,1
2025,7,julio25,S 10,2023,BLANCO,,210000,0,250000,5000,0,35000,30000,,2025,1
2025,8,AGO25,JETTA,2025,BALNCO,,320000,0,490000,0,0,100000,100000,,2025,1
2025,8,AGO25,TORNADO,2024,BLANCO,,188000,0,0,0,0,33500,33500,,2025,1
2025,9,SEP25,MAZDA 3V HB,2020,BLANCO,,240000,1000,315000,0,0,85000,85000,,2025,1
2025,10,oct25,CHEYENE,2020,PLATA,,609000,0,659000,0,0,70000,70000,,2025,1
2025,10,oct25,FRONTIER,2018,GRIS,,240000,0,260000,0,0,20000,20000,,2025,1
2025,10,oct25,KIA K-3,2025,BALNCO,,220000,0,320000,0,0,100000,100000,,2025,1
2025,10,oct25,MAZDA CX9,2008,GRIS,,80000,0,110000,0,0,30000,30000,,2025,1
2025,10,oct25,TIGGO 8,2024,PLATA,,400000,0,750000,0,0,0,0,,2025,1
2025,11,NOV25,COROLLA,2025,BLANCO,,321000,0,489000,0,20000,160000,140000,,2025,1
2025,11,NOV25,TIGGO 7,2024,ROJA,,240000,0,460000,0,0,160000,160000,,2025,1
2025,11,NOV25,TIGUAN,2024,GRIS,,360000,0,510000,0,0,119000,119000,,2025,1
2025,12,dic25,LOBO,2014,PLATA,,200000,0,250000,0,0,50000,50000,,2025,1
2025,12,dic25,PIPA,2000,BLANCA,,420000,0,580000,0,0,160000,160000,,2025,1
2025,12,dic25,RAM SPORT,2020,BLANCO,,510000,0,639000,0,0,100000,100000,,2025,1
2025,12,dic25,TIGGO 7,2024,BALNCA,,495000,0,550000,0,0,40000,40000,,2025,1
2026,1,ENE 26,CIVIC,2020,GRIS,Consignación,200000,0,230000,0,0,15000,15000,,2026,1
2026,1,ENE 26,JETTA,2024,BLANCO,Consignación,300000,0,419000,50000,0,85000,35000,,2026,1
2026,1,ENE 26,RAM,2024,BLANCA,Propio,1200000,0,1280000,0,0,-10000,-10000,,2026,1
2026,2,FEB 26,BRONCO,2023,NEGRA,Propio,490000,0,530000,0,0,40000,40000,,2026,1
2026,2,FEB 26,TERRITORY,2026,AZUL,Consignación,480000,0,640000,0,0,160000,160000,,2026,1
2026,4,abril 26,SHARKJ,2025,AZUL,Propio,580000,0,830000,0,0,250000,250000,,2026,1
2026,5,MAY026,RAM SLT 4X4,2017,GRIS PLATA,Propio,300000,0,265000,0,0,35000,35000,,2026,0
2026,5,MAY026,SELTOS,2024,ROJA,Propio,350000,0,445000,0,0,110000,110000,,2026,1
